customer_id,first_name,last_name,gender,city,state
59,Anusha,Walla,Female,Ghaziabad,Madhya Pradesh
60,Brijesh,Radhakrishnan,Male,Siliguri,Arunachal Pradesh
61,Krish,Prabhakar,Male,Gandhidham,Odisha
62,Deepa,Rajagopal,Male,Bhalswa Jahangir Pur,Nagaland
63,Samuel,Ramachandran,Male,Satna,Rajasthan
64,Nakul,Tak,Female,Surat,Haryana
65,Neha,Kanda,Female,Visakhapatnam,West Bengal
66,Harish,Krishnan,Female,Solapur,Andhra Pradesh
67,Unni,Bath,Male,Hajipur,Odisha
68,Vivaan,Shukla,Female,Madhyamgram,Punjab
69,Anjali,Saha,Male,Surendranagar Dudhrej,Maharashtra
70,Daniel,Nagi,Male,Shimoga,Himachal Pradesh
71,Tripti,Dara,Male,Bhilai,Uttar Pradesh
72,Gaurav,Mangat,Female,Pondicherry,Himachal Pradesh
73,Lopa,Trivedi,Female,Vellore,Chhattisgarh
74,Isaiah,Arya,Female,Belgaum,Punjab
75,Isaac,Venkatesh,Male,Bhatpara,Mizoram
76,Daksha,Chaudhuri,Male,Gaya,Nagaland
77,Tejas,Singh,Female,Ambala,Tamil Nadu
78,Harita,Ratta,Male,Mira-Bhayandar,Uttar Pradesh
79,Damyanti,Basak,Female,Bhavnagar,Odisha
80,Logan,Chaudhary,Female,Panihati,Jharkhand
81,Warinder,Kalla,Female,Miryalaguda,Gujarat
82,Manya,Chakrabarti,Male,Dhanbad,Maharashtra
83,Tripti,Agate,Female,Gopalpur,Jharkhand
84,Jeremiah,Rana,Male,Mau,Telangana
85,Ucchal,Kunda,Male,Bettiah,Manipur
86,Zansi,Mukherjee,Female,Bareilly,Sikkim
87,Anay,Chahal,Female,Vadodara,Chhattisgarh
88,Yoshita,Halder,Female,Hajipur,Chhattisgarh
89,Jackson,Naik,Female,Panipat,Meghalaya
90,Chavvi,Bhakta,Male,Tadipatri,Tripura
91,Lipika,Doctor,Male,Kolhapur,Andhra Pradesh
92,Vyanjana,Kota,Female,Sambalpur,Sikkim
93,Vedika,Nadig,Male,Howrah,Manipur
94,Balhaar,Uppal,Male,Tadipatri,Bihar
95,Wahab,Chhabra,Male,Bhagalpur,Chhattisgarh
96,Nicholas,Kanda,Male,Pimpri-Chinchwad,Bihar
97,Upkaar,Bhatia,Male,Mehsana,Goa
98,Samarth,Comar,Female,Nizamabad,Tripura
99,Adya,Natt,Male,Begusarai,West Bengal
100,Gaurangi,Gole,Female,Bulandshahr,Uttar Pradesh
101,Charita,Trivedi,Female,Vijayanagaram,Jharkhand
102,Krishna,Sama,Female,Parbhani,Goa
103,Ekani,Gokhale,Female,Bhimavaram,Punjab
104,Devika,Peri,Male,Imphal,Himachal Pradesh
105,Nidhi,Karnik,Male,Nagpur,Kerala
106,Hritik,Vig,Female,Sonipat,Mizoram
107,Ekapad,Chawla,Female,Jaunpur,Rajasthan
108,Priya,Bali,Male,Narasaraopet,Uttar Pradesh
109,Gaurika,Lal,Female,Surendranagar Dudhrej,Jharkhand
110,Netra,Sarraf,Female,Kozhikode,Gujarat
111,Banjeet,Sankaran,Male,Sultan Pur Majra,Kerala
112,Tristan,Narasimhan,Female,Satna,Assam
113,Veda,Balan,Male,Bhind,Kerala
114,Udyati,Trivedi,Female,Junagadh,Sikkim
115,Mekhala,Muni,Male,Delhi,West Bengal
116,Tanay,Devan,Male,Moradabad,Odisha
117,Gayathri,Halder,Female,Morena,Rajasthan
118,Joshua,Vasa,Male,Rajkot,Manipur
119,Ekta,Zachariah,Male,Dhule,West Bengal
120,Chanakya,Bhavsar,Female,Dehri,Sikkim
121,Zaid,Murty,Male,Kamarhati,Bihar
122,Saksham,Gade,Male,Patna,Odisha
123,Ansh,Chana,Female,Nizamabad,Madhya Pradesh
124,Vanya,Hans,Female,Ambattur,Chhattisgarh
125,Sara,Batra,Male,Bhavnagar,Gujarat
126,Gabriel,Johal,Male,Sikar,Haryana
127,Harshil,Nagarajan,Female,Ahmedabad,Manipur
128,Madhavi,Sinha,Female,Gangtok,Karnataka
129,Hritik,Chaudhary,Male,Arrah,Himachal Pradesh
130,Tejas,Sule,Male,Jammu,Kerala
131,Fitan,Parikh,Male,Guwahati,Bihar
132,Tara,Kalla,Male,Malda,Bihar
133,Mason,Vora,Male,Danapur,Arunachal Pradesh
134,Harrison,Borde,Female,Bongaigaon,Arunachal Pradesh
135,Bhavna,Naidu,Male,Kota,Meghalaya
136,Patrick,Krishnan,Male,Rampur,Tripura
137,Damyanti,Biswas,Male,Hajipur,Uttarakhand
138,Gagan,Oak,Female,Thrissur,Mizoram
139,Wridesh,Baria,Male,Adoni,Assam
140,Radha,Mann,Female,Noida,Arunachal Pradesh
141,Gaurang,Kaur,Female,Guntur,Mizoram
142,Urvi,Master,Male,Bhiwani,Mizoram
143,Rachita,Gaba,Male,Loni,Sikkim
144,Yahvi,Barad,Female,Mahbubnagar,Gujarat
145,Udant,Datta,Female,North Dumdum,Himachal Pradesh
146,Sudiksha,Ramesh,Female,Karaikudi,Uttar Pradesh
147,Advik,Chawla,Female,Ongole,Andhra Pradesh
148,Neel,Oak,Female,Ambarnath,Maharashtra
149,Wishi,Prasad,Male,Noida,Chhattisgarh
150,Vansha,Sunder,Male,Unnao,Punjab
151,Oni,D’Alia,Male,Lucknow,Nagaland
152,Chandresh,Om,Male,Davanagere,Mizoram
153,Nirja,Sahota,Female,Navi Mumbai,Uttarakhand
154,Nathan,Varghese,Male,Jabalpur,Telangana
155,Arin,Bumb,Male,Vellore,Nagaland
156,Niharika,Bala,Male,Belgaum,Andhra Pradesh
157,Falak,Vala,Male,Siliguri,Chhattisgarh
158,Dalbir,Dhillon,Male,Mirzapur,West Bengal
159,Chandran,Murty,Male,Kalyan-Dombivli,Sikkim
160,Qabil,Rout,Male,Saharanpur,Madhya Pradesh
161,Bachittar,Kanda,Male,Bikaner,Rajasthan
162,Udant,Tripathi,Male,New Delhi,Mizoram
163,Aditya,Luthra,Female,Miryalaguda,Telangana
164,Girindra,Roy,Male,Saharanpur,Arunachal Pradesh
165,Jyoti,Kalla,Male,Giridih,Uttar Pradesh
166,Karan,Ray,Female,Sagar,Arunachal Pradesh
167,Samarth,Dewan,Female,Mirzapur,Himachal Pradesh
168,Jairaj,Anand,Male,Haridwar,Mizoram
169,Ekavir,Radhakrishnan,Male,Salem,Nagaland
170,Mugdha,Goswami,Female,Kamarhati,Chhattisgarh
171,Meera,Kakar,Male,Nagaon,Haryana
172,Arjun,Venkataraman,Female,Nellore,Andhra Pradesh
173,Chavvi,Varma,Female,Morena,Maharashtra
174,Dhruv,Kala,Male,Chittoor,Tamil Nadu
175,Qabil,Deo,Male,Eluru,Nagaland
176,Arjun,Venkataraman,Male,Shivpuri,Nagaland
177,Prisha,Bhattacharyya,Female,Nashik,Manipur
178,Sanya,Kala,Female,Khammam,Bihar
179,Gopal,Dass,Female,Jamnagar,Arunachal Pradesh
180,Qabil,Rajan,Female,Tirunelveli,Tripura
181,Dhriti,Rai,Female,Ambala,Arunachal Pradesh
182,Jatin,Khatri,Male,Ajmer,Meghalaya
183,Harrison,Munshi,Male,Asansol,Jharkhand
184,Urvashi,Kapadia,Male,Bellary,Haryana
185,Saanvi,Malhotra,Female,Panvel,Jharkhand
186,Mugdha,Tiwari,Female,Motihari,Tripura
187,Bakhshi,Om,Male,Guna,Tamil Nadu
188,Yutika,Srivastava,Male,Bhagalpur,Sikkim
189,Wazir,Varughese,Male,Jhansi,Telangana
190,Priya,Balan,Male,Sirsa,Haryana
191,Zansi,Subramaniam,Female,Allahabad,West Bengal
192,Vasatika,Narula,Male,Sambalpur,Andhra Pradesh
193,Utkarsh,Bhasin,Female,Begusarai,Andhra Pradesh
194,Aarush,Dugal,Male,Pudukkottai,Jharkhand
195,Saksham,Sridhar,Female,Raiganj,Jharkhand
196,Aishani,Nayar,Female,Bhilai,Rajasthan
197,Vihaan,Saraf,Male,Nanded,Punjab
198,Liam,Bajwa,Male,Gudivada,Assam
199,Manya,Bahri,Female,Pallavaram,Uttarakhand
200,Quincy,Viswanathan,Male,Siwan,Karnataka
201,Onveer,Gera,Male,Uluberia,Goa
202,Tarak,Mann,Male,Phusro,Rajasthan
203,Omisha,Shukla,Male,Bhiwandi,Odisha
204,Jonathan,Mane,Male,Tadipatri,Himachal Pradesh
205,William,Ganesan,Male,Surendranagar Dudhrej,Goa
206,Abhiram,Pingle,Female,Gwalior,Andhra Pradesh
207,Chasmum,Kumer,Female,Haldia,Gujarat
208,Logan,Babu,Female,Sri Ganganagar,Tripura
209,Jason,Shukla,Male,Bahraich,Haryana
210,Dominic,Sule,Female,Kozhikode,Punjab
211,Zaid,Narain,Male,Unnao,Andhra Pradesh
212,Quincy,Garg,Male,Bhavnagar,Chhattisgarh
213,Warda,Bhandari,Female,Belgaum,Rajasthan
214,Damyanti,Chopra,Male,Bhind,Gujarat
215,Wriddhish,Pall,Female,Solapur,Odisha
216,Shravya,Hari,Female,Hazaribagh,Bihar
217,Jai,Rajan,Female,Alwar,Madhya Pradesh
218,Tanmayi,Goel,Female,Tumkur,Madhya Pradesh
219,Umang,Seth,Female,Panvel,Tamil Nadu
220,Chatura,Verma,Female,Mumbai,Rajasthan
221,Vamakshi,Batta,Male,Malegaon,Sikkim
222,Chandresh,Cherian,Male,Karimnagar,Mizoram
223,Bhavani,Butala,Female,Siliguri,Madhya Pradesh
224,Tejas,Som,Male,Khora ,Goa
225,Advika,Chokshi,Male,Guwahati,Andhra Pradesh
226,Madhav,Jhaveri,Male,Meerut,Punjab
227,Ishani,Butala,Female,Bellary,Himachal Pradesh
228,Veer,Sen,Male,Khammam,Meghalaya
229,Simon,Soni,Male,Sikar,Nagaland
230,Victor,Aggarwal,Female,Chittoor,Uttar Pradesh
231,Bakhshi,Narayanan,Male,Bathinda,Andhra Pradesh
232,Agastya,Walia,Male,Deoghar,Himachal Pradesh
233,Eshana,Contractor,Male,Mangalore,Uttarakhand
234,Tripti,Dube,Male,Panvel,Arunachal Pradesh
235,Ati,Kunda,Male,Nagaon,Himachal Pradesh
236,Qasim,Mital,Male,Bhavnagar,Gujarat
237,Tripti,Nadig,Male,Coimbatore,Tamil Nadu
238,Jagdish,Bhagat,Female,Nanded,Haryana
239,Krishna,Bajaj,Male,Saharsa,West Bengal
240,Isha,Karan,Male,Gaya,Tamil Nadu
241,Irya,Mitter,Male,Kakinada,Assam
242,Hardik,Dhawan,Male,Giridih,Arunachal Pradesh
243,Kala,Handa,Female,Davanagere,Tripura
244,Upkaar,Yohannan,Female,Loni,Punjab
245,Oscar,Kumar,Female,Bahraich,Kerala
246,Yashoda,Ghosh,Male,Guna,Karnataka
247,Timothy,Palla,Female,Jhansi,Maharashtra
248,Yahvi,Nazareth,Male,Katni,Karnataka
249,Anthony,Chokshi,Female,Kolkata,Himachal Pradesh
250,Aditya,Dyal,Female,Farrukhabad,Mizoram
251,Anvi,Kibe,Male,Jalandhar,West Bengal
252,Pallavi,Lanka,Female,Panipat,Andhra Pradesh
253,Rishi,Saran,Female,Mehsana,Goa
254,Daksh,Chowdhury,Female,Parbhani,Assam
255,Rachit,Ramakrishnan,Male,Muzaffarnagar,Bihar
256,Upasna,Keer,Male,Sambhal,Bihar
257,Damyanti,Ramesh,Female,Aligarh,Himachal Pradesh
258,Xiti,Jayaraman,Male,Ulhasnagar,Sikkim
259,Bachittar,Sibal,Male,Naihati,Maharashtra
260,Jagvi,Sandhu,Male,Nellore,Tamil Nadu
261,Zayyan,Chaudhari,Female,Rajpur Sonarpur,West Bengal
262,Urvi,Andra,Male,Jamshedpur,Maharashtra
263,Dev,Tiwari,Female,Junagadh,Odisha
264,Manthan,Bhatti,Male,Bharatpur,Punjab
265,Vasatika,Dora,Male,Ramagundam,Assam
266,Qabil,Bala,Female,Thrissur,Karnataka
267,Lavanya,Lalla,Female,Hazaribagh,Odisha
268,Sanaya,Dugar,Male,Bettiah,Kerala
269,Girindra,Nayar,Female,Guna,Haryana
270,Chanchal,Chana,Female,Nangloi Jat,Maharashtra
271,Jalsa,Tella,Male,Kollam,Arunachal Pradesh
272,Pratyush,Thaman,Female,Dharmavaram,Chhattisgarh
273,Gagan,Bedi,Male,Chapra,Goa
274,Shravya,Raghavan,Male,Danapur,Bihar
275,Qarin,Patel,Female,Udupi,Maharashtra
276,Qadim,Kumer,Male,Bhiwandi,Rajasthan
277,Chakradhar,Bedi,Male,Jehanabad,Tripura
278,Vansha,Bir,Male,Bidhannagar,Telangana
279,Chameli,Mukherjee,Female,Mangalore,Mizoram
280,Zaitra,Hora,Female,Amroha,Madhya Pradesh
281,Teerth,Bhavsar,Male,Burhanpur,Uttar Pradesh
282,Aayush,Mangal,Female,Davanagere,Karnataka
283,Qarin,Munshi,Male,Farrukhabad,Karnataka
284,Nachiket,Talwar,Female,Anantapur,Meghalaya
285,Sai,Nigam,Female,Cuttack,Telangana
286,Shravya,Mand,Female,Haldia,Meghalaya
287,Chanchal,Tak,Male,Ludhiana,Gujarat
288,Ryan,Parekh,Male,Ahmednagar,Jharkhand
289,Darsh,Tripathi,Female,Etawah,Odisha
290,Devansh,Bhakta,Female,Korba,Manipur
291,Abeer,Vasa,Male,Bhimavaram,Arunachal Pradesh
292,Kabir,Lanka,Male,Baranagar,Telangana
293,Manbir,Chhabra,Female,Aligarh,Gujarat
294,Shaurya,Oommen,Male,Patna,Gujarat
295,William,Pai,Female,Belgaum,Karnataka
296,Ira,Sharma,Male,Baranagar,West Bengal
297,Ojas,Bhagat,Female,Tirupati,Uttar Pradesh
298,Bhavna,Saha,Female,Morbi,Kerala
299,Mugdha,Vala,Male,Jamalpur,Mizoram
300,Krishna,Radhakrishnan,Male,Jalandhar,Meghalaya
301,Timothy,Anand,Male,Dibrugarh,Bihar
302,Aarnav,Shroff,Male,Kamarhati,Andhra Pradesh
303,Warinder,Kakar,Male,Tadepalligudem,Jharkhand
304,Ladli,Rege,Female,Silchar,Assam
305,Jackson,Narayanan,Male,Guntur,Rajasthan
306,Rushil,Kade,Female,Dehradun,Karnataka
307,Devansh,Chanda,Male,Salem,Andhra Pradesh
308,Parth,Thaker,Male,Hospet,Odisha
309,Peter,Reddy,Female,Kollam,Haryana
310,Kritika,Suri,Female,Mehsana,Bihar
311,Samaksh,Grover,Male,Tinsukia,Tamil Nadu
312,Ekapad,Batta,Female,Tadipatri,Odisha
313,Yash,Magar,Male,Bhusawal,Jharkhand
314,Rajeshri,Babu,Male,Kalyan-Dombivli,Chhattisgarh
315,Raghav,Soni,Male,Haridwar,Mizoram
316,Zashil,Iyengar,Female,Malda,Haryana
317,Divya,Mani,Female,Ratlam,Bihar
318,Udarsh,Halder,Male,Gopalpur,West Bengal
319,Yug,Shere,Male,Thanjavur,Kerala
320,Ridhi,Soman,Male,Sangli-Miraj & Kupwad,Jharkhand
321,Jyoti,Rai,Male,Panchkula,Karnataka
322,Girik,Cherian,Female,Madurai,West Bengal
323,Faraj,Sharma,Male,Tumkur,Jharkhand
324,Ishwar,Taneja,Male,Pune,Karnataka
325,Aayush,Bawa,Female,Kishanganj,Himachal Pradesh
326,Quincy,Bhakta,Female,Ranchi,Mizoram
327,Yashasvi,Sengupta,Male,Ahmedabad,Chhattisgarh
328,Chatresh,Nigam,Female,Allahabad,Chhattisgarh
329,Avni,Sibal,Male,Nellore,Mizoram
330,Saksham,Nagi,Male,Surat,Himachal Pradesh
331,Quincy,Kar,Female,Nagaon,Himachal Pradesh
332,Dayamai,Mukherjee,Male,Dindigul,Bihar
333,Logan,Desai,Female,Raebareli,Punjab
334,Zansi,Pai,Male,Bidar,Bihar
335,Nimrat,Kale,Male,Kavali,Tamil Nadu
336,Agastya,Walia,Female,Surat,Jharkhand
337,Krisha,Gupta,Female,Hindupur,Sikkim
338,Harinakshi,Bhalla,Female,Jamnagar,Chhattisgarh
339,Urvashi,Sen,Male,Nagercoil,West Bengal
340,Eesha,Ramakrishnan,Male,Morena,Karnataka
341,Saanvi,Mittal,Male,Udupi,Tamil Nadu
342,Fitan,Kale,Male,Silchar,Arunachal Pradesh
343,Vinaya,Issac,Female,Bhatpara,Karnataka
344,Abhimanyu,Parsa,Female,Ludhiana,Uttarakhand
345,Parth,Patil,Female,Bidhannagar,Tamil Nadu
346,Saumya,Bhavsar,Male,Chandrapur,Karnataka
347,Nidhi,Pau,Female,Malegaon,Sikkim
348,Rayaan,Sibal,Female,Siwan,Karnataka
349,Oeshi,Behl,Female,Karnal,West Bengal
350,Riya,Gaba,Female,Chandrapur,Uttar Pradesh
351,Warinder,Karan,Male,Junagadh,Arunachal Pradesh
352,Daksha,Vig,Male,Tenali,Karnataka
353,Kritika,Pandey,Female,Jalandhar,Assam
354,Max,Viswanathan,Male,Latur,Nagaland
355,Falak,Tandon,Female,Ballia,Chhattisgarh
356,Ishwar,Bera,Male,Phusro,Manipur
357,Hitesh,Lala,Male,Bongaigaon,Maharashtra
358,Lila,Rege,Female,Jorhat,Goa
359,Oviya,Bora,Female,Gandhidham,Bihar
360,Chakrika,Cherian,Female,Bhiwandi,Manipur
361,Rushil,Bahri,Female,Nashik,Rajasthan
362,Leena,Bava,Male,Singrauli,Himachal Pradesh
363,Irya,Kumar,Female,Kottayam,Mizoram
364,Logan,Chawla,Male,Nellore,Karnataka
365,Nisha,Saini,Female,Raurkela Industrial Township,Manipur
366,Bhavna,Wali,Male,Malegaon,Jharkhand
367,Ikbal,Chowdhury,Female,Hapur,Rajasthan
368,Viraj,Lata,Male,Rewa,West Bengal
369,Yahvi,Magar,Male,Mangalore,Arunachal Pradesh
370,Prisha,Deep,Female,Nellore,Gujarat
371,Avi,Das,Female,Shivpuri,Manipur
372,Waida,Bhagat,Male,Tadipatri,Nagaland
373,Kamala,Guha,Female,Thane,Chhattisgarh
374,Ekaraj,Chandran,Female,Katihar,Tripura
375,Naksh,Borde,Male,Motihari,Odisha
376,Leena,Pillay,Female,Bharatpur,Arunachal Pradesh
377,Hema,Menon,Female,Pudukkottai,Karnataka
378,Amaira,Khosla,Female,Ludhiana,Sikkim
379,Yahvi,Acharya,Female,Amaravati,Nagaland
380,Azad,Prashad,Female,Nadiad,Jharkhand
381,Aarnav,Madan,Female,Mango,Telangana
382,Lohit,Dua,Male,Danapur,Gujarat
383,Dominic,Tara,Male,Dhanbad,Uttar Pradesh
384,Charles,Patel,Female,Hapur,Kerala
385,Mitali,Sarraf,Female,Jamalpur,Himachal Pradesh
386,Chaitanya,Seshadri,Male,Madurai,Andhra Pradesh
387,David,Mukhopadhyay,Female,Dehri,Maharashtra
388,Dalaja,Chaudhry,Female,Narasaraopet,Maharashtra
389,Osha,Panchal,Male,Maheshtala,Chhattisgarh
390,Azad,Gour,Female,Tirunelveli,Odisha
391,Turvi,Gola,Female,Kochi,Manipur
392,Champak,Bali,Male,Gangtok,Rajasthan
393,Quincy,Dalal,Female,Kochi,Bihar
394,Advika,Arya,Female,Gandhidham,Uttarakhand
395,Ira,Balasubramanian,Female,Nagercoil,Jharkhand
396,Faras,Parikh,Female,Siliguri,Kerala
397,Ekavir,Sabharwal,Female,Shahjahanpur,West Bengal
398,Vihaan,Ratta,Male,Agra,Andhra Pradesh
399,Aarnav,Karnik,Female,Patna,Gujarat
400,Ubika,Savant,Male,Bidhannagar,Kerala
401,Ekavir,Bajwa,Male,Mumbai,Meghalaya
402,Dominic,Merchant,Female,Maheshtala,Goa
403,Krishna,Sekhon,Female,Bulandshahr,Odisha
404,Anita,Murthy,Male,Karimnagar,Uttarakhand
405,Amara,Cheema,Male,Jodhpur,Maharashtra
406,Akshay,Taneja,Female,Ambattur,Maharashtra
407,Sai,Dyal,Male,Motihari,Nagaland
408,Warinder,Sekhon,Male,Nagpur,Assam
409,Wishi,Babu,Male,Ahmedabad,Meghalaya
410,Warda,Bhattacharyya,Male,Rajkot,Himachal Pradesh
411,Anvi,Dara,Male,Moradabad,Uttar Pradesh
412,Omaja,Thaker,Male,Davanagere,Manipur
413,Brinda,Kanda,Female,Rourkela,Kerala
414,Samarth,Bhatnagar,Male,Noida,Jharkhand
415,Nimrat,Rastogi,Female,Bhavnagar,Gujarat
416,Mason,Deshmukh,Female,Hyderabad,Kerala
417,Ansh,Goel,Male,Pallavaram,Maharashtra
418,Gaurav,Dubey,Female,Dehradun,Assam
419,Ayaan,Pandey,Female,Thoothukudi,West Bengal
420,Krisha,Cheema,Female,Chittoor,Karnataka
421,Upma,Bhakta,Male,Bharatpur,Madhya Pradesh
422,Tripti,Andra,Male,Motihari,Himachal Pradesh
423,Barkha,Tripathi,Male,Durg,Nagaland
424,Ridhi,Jaggi,Male,Naihati,West Bengal
425,Ekani,Chaudhry,Female,Aurangabad,Jharkhand
426,Urishilla,Pillai,Male,Gwalior,Himachal Pradesh
427,Adweta,Bala,Male,Malda,Punjab
428,Krish,Kar,Female,Khora ,Uttarakhand
429,Rachit,Dasgupta,Male,Bhimavaram,Uttar Pradesh
430,Jhalak,Basak,Male,Gandhidham,Goa
431,Laban,Srinivasan,Male,Berhampore,Arunachal Pradesh
432,Luke,Suri,Female,Bangalore,Manipur
433,Jyoti,Sama,Male,Warangal,Andhra Pradesh
434,Ayaan,Joshi,Female,South Dumdum,Karnataka
435,Charles,Sachdeva,Female,Chandigarh,Gujarat
436,Rachana,Nazareth,Female,Mangalore,Telangana
437,Ishani,Lall,Female,Sri Ganganagar,Nagaland
438,Mitesh,Naik,Female,Bhimavaram,Bihar
439,Ikshita,Sachdev,Male,North Dumdum,Meghalaya
440,Aadhya,Chadha,Female,Gudivada,Telangana
441,Omya,Kale,Female,Pallavaram,Arunachal Pradesh
442,Raghav,Swamy,Female,Jamnagar,Uttar Pradesh
443,Nachiket,Toor,Male,Mysore,Rajasthan
444,Imaran,Dutta,Female,Chandigarh,Assam
445,Suhani,Singh,Female,Rewa,Uttar Pradesh
446,Balveer,Bhandari,Male,Surendranagar Dudhrej,Telangana
447,Lohit,Sandal,Female,Morena,Himachal Pradesh
448,Libni,Kapoor,Female,Jaunpur,Andhra Pradesh
449,Aayush,Behl,Male,Berhampore,Sikkim
450,Gayathri,Sagar,Female,Bhagalpur,Arunachal Pradesh
451,Abeer,Dalal,Male,Dewas,Meghalaya
452,Isaac,Merchant,Female,Kochi,Manipur
453,Abdul,Sankaran,Female,Panihati,Punjab
454,Zaid,Bose,Female,Ichalkaranji,Haryana
455,Nidhi,Kumer,Male,Gopalpur,Kerala
456,Reyansh,Gopal,Male,Kalyan-Dombivli,Bihar
457,Upma,Dhawan,Male,Anantapuram,Kerala
458,Omkaar,Desai,Male,Shimla,Sikkim
459,Lavanya,Zachariah,Female,Kottayam,Chhattisgarh
460,Harshil,Patil,Male,Karnal,Uttarakhand
461,Kabir,Comar,Male,Buxar,Himachal Pradesh
462,Vrishti,Kale,Male,Morena,Meghalaya
463,Lakshit,Tiwari,Female,Sangli-Miraj & Kupwad,West Bengal
464,Kashvi,Singhal,Female,Pondicherry,Tamil Nadu
465,Aditya,Chowdhury,Female,Gorakhpur,Haryana
466,Nirja,Konda,Female,Phusro,Meghalaya
467,Chaitanya,Suri,Female,Chandrapur,Andhra Pradesh
468,Harish,Ganguly,Male,Coimbatore,Madhya Pradesh
469,Lipika,Badami,Male,Bahraich,Maharashtra
470,Wriddhish,Dhingra,Female,Thoothukudi,Tamil Nadu
471,Mason,Nagar,Female,Howrah,Tripura
472,Pallavi,Kota,Male,Raipur,Jharkhand
473,Girish,Kant,Female,Jodhpur,Andhra Pradesh
474,Forum,Babu,Female,Moradabad,Meghalaya
475,Mitesh,Hari,Male,Kolhapur,Haryana
476,Umang,Ravel,Female,Shimla,Uttarakhand
477,Wazir,Mangat,Female,Rajkot,Sikkim
478,Damini,Mane,Female,Bathinda,Gujarat
479,Chaman,Vora,Female,Belgaum,Gujarat
480,Gautam,Arya,Male,Jalandhar,West Bengal
481,Hredhaan,Manne,Female,Panvel,Goa
482,Upkaar,Dubey,Male,Bokaro,Meghalaya
483,Ladli,Varkey,Female,Guntakal,Assam
484,Oeshi,Bhalla,Female,Davanagere,Telangana
485,Quincy,Minhas,Female,Aurangabad,Rajasthan
486,Zilmil,Chadha,Male,Bidhannagar,Uttarakhand
487,Falak,Nanda,Female,Nadiad,Karnataka
488,Madhav,Kaul,Female,Gorakhpur,Himachal Pradesh
489,Nakul,Gaba,Female,Indore,Bihar
490,Ekiya,Parikh,Male,Bharatpur,West Bengal
491,Jack,Parmer,Female,Sagar,West Bengal
492,Yachana,Babu,Male,Uluberia,Tamil Nadu
493,Ekbal,Bail,Male,Amroha,Bihar
